ダウンロード実行日,2026年04月20日現在,件数,11242件
ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード,提出者法人番号
"E23255","個人（組合発行者を除く）","","","","","小森　孝一","","コモリ　コウイチ","","個人（組合発行者を除く）","",""
"E23256","個人（組合発行者を除く）","","","0","","小森　俊太郎","","コモリ　シュンタロウ","","個人（組合発行者を除く）","",""
"E23262","内国法人・組合（有価証券報告書等の提出義務者以外）","","","2","","カタリスト株式会社","","カタリストカブシキカイシャ","豊島区長崎６－２２－２","内国法人・組合（有価証券報告書等の提出義務者以外）","","5010901022038"
"E23274","外国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","ケープ・アセット・マネジメント・リミテッド","","ケープアセットマネジメントリミテッド","香港、クイーンズウエイ　８９番地、リッポ・センター、タワー１、３３階、３３０３号室","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E23282","個人（組合発行者を除く）","","","","","瀬戸　健","","セト　タケシ","","個人（組合発行者を除く）","",""
"E23288","内国法人・組合","上場","有","850","3月31日","ジオリーブグループ株式会社","GEOLIVE Group Corporation","ジオリーブグループカブシキガイシャ","港区新橋六丁目３番４号","卸売業","31570","8010401084328"
"E23302","内国法人・組合（有価証券報告書等の提出義務者以外）","","","190","","阪神酒販株式会社","","ハンシンシュハンカブシキガイシャ","神戸市兵庫区吉田町二丁目１３番６号","内国法人・組合（有価証券報告書等の提出義務者以外）","","2140001013902"
"E23303","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","スーパーファンド・ジャパン・トレーディング（ケイマン）リミテッド","","スーパーファンドジャパントレーディングケイマンリミテッド","ケイマン諸島、ＫＹ１－９０１０、グランド・ケイマン、クリケット・スクエア、ウィロー・ハウス４階、キャンベルズ・コーポレート・サービシーズ・リミテッド気付","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E23305","個人（組合発行者を除く）","","","0","","内田　雅敏","","ウチダ　マサトシ","","個人（組合発行者を除く）","",""
"E23311","個人（組合発行者を除く）","","","0","","穐田　誉輝","","アキタ　ヨシテル","","個人（組合発行者を除く）","",""
"E23312","個人（組合発行者を除く）","","","0","","分部　日出男","","ワケベ　ヒデオ","","個人（組合発行者を除く）","",""
"E23338","個人（組合発行者を除く）","","","","","小渕　宏二","","オブチ　コウジ","","個人（組合発行者を除く）","",""
"E23350","個人（組合発行者を除く）","","","","","田崎　忠良","","タザキ　タダヨシ","","個人（組合発行者を除く）","",""
"E23378","個人（組合発行者を除く）","","","","","鈴木　賢","","スズキ　ケン","","個人（組合発行者を除く）","",""
"E23404","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","ＧＭＯエクイティマネジメント株式会社","","ジーエムオーエクイティマネジメントカブシキガイシャ","渋谷区桜丘町２６番１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","4011001050046"
"E23437","個人（組合発行者を除く）","","","0","","岡﨑　成子","","オカザキ　シゲコ","","個人（組合発行者を除く）","",""
"E23448","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ウィズダムツリー・メタル・セキュリティーズ・リミテッド","","ウィズダムツリーメタルセキュリティーズリミテッド","英国チャンネル諸島、ジャージー　ジェーイー４　８ピーダブリュー、セント・ハリアー、ピア・ロード　３１、オーデナンス・ハウス","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E23465","内国法人・組合","上場","有","545","9月30日","粧美堂株式会社","SHOBIDO Corporation","ショウビドウカブシキガイシャ","港区港南二丁目１５番１号","その他製品","78190","4010401097556"
"E23479","内国法人・組合","上場","無","480","3月31日","株式会社シーボン","C'BON COSMETICS Co.,Ltd","カブシキガイシャシーボン","港区六本木七丁目１８番１２号","化学","49260","4010401012787"
"E23483","個人（組合発行者を除く）","","","","","森田　純子","","モリタ　ジュンコ","","個人（組合発行者を除く）","",""
"E23487","内国法人・組合","上場","無","6777","6月末日","株式会社キャンバス","CanBas Co.,Ltd.","カブシキガイシャキャンバス","沼津市大手町二丁目２番１号","医薬品","45750","1080101002382"
"E23492","内国法人・組合","上場","有","6336","9月末日","株式会社三菱総合研究所","Mitsubishi Research Institute, Inc.","カブシキガイシャミツビシソウゴウケンキュウショ","千代田区永田町二丁目１０番３号","情報・通信業","36360","6010001030403"
"E23509","内国法人・組合（有価証券報告書等の提出義務者以外）","","","480","","大谷製鉄株式会社","","オオタニセイテツカブシキカイシャ","射水市奈呉の江８番地の４","内国法人・組合（有価証券報告書等の提出義務者以外）","","6230001012379"
"E23516","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","日本観光免税株式会社","","ニホンカンコウメンゼイカブシキカイシャ","飯山市大字飯山１１４９２番地４２９モンエール斑尾","内国法人・組合（有価証券報告書等の提出義務者以外）","","4013201011983"
"E23517","外国法人・組合（有価証券報告書等の提出義務者以外）","","","5","","ＧＲＡＮＤＡ　ＭＡＧＩＣ　ＬＩＭＩＴＥＤ","","グランダ　マジック　リミテッド","Ｖｉｓｔｒａ　（Ｃａｙｍａｎ）　Ｌｉｍｉｔｅｄ，Ｐ．Ｏ．　Ｂｏｘ　３１１１９，　Ｇｒａｎｄ　Ｐａｖｉｌｉｏｎ，　Ｈｉｂｉｓｃｕｓ　Ｗａｙ，　８０２　Ｗｅｓｔ　Ｂａｙ　Ｒｏａｄ，　Ｇｒａｎｄ　Ｃａｙｍａｎ，　ＫＹ１－１２０５　Ｃａｙｍａｎ　Ｉｓｌａｎｄｓ","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E23518","個人（組合発行者を除く）","","","0","","矢吹　満","","ヤブキ　ミツル","","個人（組合発行者を除く）","",""
"E23582","内国法人・組合","非上場","無","11780945","3月31日","株式会社日本政策金融公庫","","カブシキガイシャニッポンセイサクキンユウコウコ","千代田区大手町１丁目９番４号","その他金融業","","8010001120391"
"E23594","外国法人・組合（有価証券報告書等の提出義務者以外）","","","44551","","マッコーリー　バンク　リミテッド","","マッコーリー　バンク　リミテッド","オーストラリア連邦　ニューサウスウェールズ州２０００　シドニー　１エリザベス　ストリート　レベル１","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E23615","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10000","","ＳＭＢＣ日興証券株式会社","","エスエムビーシーニッコウショウケンカブシキガイシャ","千代田区丸の内三丁目３番１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","7010001125714"
"E23631","内国法人・組合（有価証券報告書等の提出義務者以外）","","","19495","","楽天証券株式会社","","ラクテンショウケンカブシキガイシャ","港区南青山二丁目六番二十一号","内国法人・組合（有価証券報告書等の提出義務者以外）","","5010701021660"
"E23634","内国法人・組合","上場","有","474","12月31日","アミタホールディングス株式会社","AMITA HOLDINGS CO.,LTD.","アミタホールディングスカブシキガイシャ","京都市中京区烏丸通押小路上ル秋野々町５３５番地","サービス業","21950","3010001129669"
"E23637","個人（組合発行者を除く）","","","","","寺田　一郎","","テラダ　イチロウ","","個人（組合発行者を除く）","",""
"E23662","個人（組合発行者を除く）","","","","","野澤　宏","","ノザワ　ヒロシ","","個人（組合発行者を除く）","",""
"E23671","外国法人・組合","非上場","有","48","8月末日","アクセンチュア・パブリック・リミテッド・カンパニー","","アクセンチュア　パブリック　リミテッド　カンパニー","アイルランド、ダブリン２、グランドキャナルハーバー、グランドキャナルスクエア１","外国法人・組合","",""
"E23677","個人（組合発行者を除く）","","","","","細野　昭雄","","ホソノ　アキオ","","個人（組合発行者を除く）","",""
"E23696","個人（組合発行者を除く）","","","","","久保　泰子","","クボ　ヤスコ","","個人（組合発行者を除く）","",""
"E23700","内国法人・組合（有価証券報告書等の提出義務者以外）","","","78525","","トヨタファイナンシャルサービス株式会社","","トヨタファイナンシャルサービスカブシキカイシャ","名古屋市西区牛島町６番１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","6180001049410"
"E23720","個人（組合発行者を除く）","","","","","藤本　順子","","フジモト　ジュンコ","","個人（組合発行者を除く）","",""
"E23721","個人（組合発行者を除く）","","","","","井上　利男","","イノウエ　トシオ","","個人（組合発行者を除く）","",""
"E23740","内国法人・組合（有価証券報告書等の提出義務者以外）","","","98","","株式会社メルコグループ","","カブシキガイシャメルコグループ","千代田区丸の内一丁目１１番１号パシフィックセンチュリープレイス丸の内","内国法人・組合（有価証券報告書等の提出義務者以外）","","1010401092709"
"E23741","内国法人・組合","上場","有","1438","3月末日","シンデン・ハイテックス株式会社","Shinden Hightex Corporation","シンデンハイテックスカブシキカイシャ","中央区入船三丁目７番２号","卸売業","31310","2010001094897"
"E23756","個人（組合発行者を除く）","","","","","大西　暁子","","オオニシ　アキコ","","個人（組合発行者を除く）","",""
"E23770","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ウィズダムツリー・コモディティ・セキュリティーズ・リミテッド","","ウィズダムツリーコモディティセキュリティーズリミテッド","英国領チャンネル諸島、ジャージー　ＪＥ４　８ＰＷ、セント・ハリアー、ピア・ロード　３１、オーデナンス・ハウス","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E23774","個人（組合発行者を除く）","","","0","","王　厚龍","","オウ　コウリュウ","","個人（組合発行者を除く）","",""
"E23784","外国法人・組合（有価証券報告書等の提出義務者以外）","","","40","","Ｌｉｎｄｓｅｌｌ　Ｔｒａｉｎ　Ｌｉｍｉｔｅｄ","","リンゼル　トレイン　リミテッド","英国ロンドン、バッキンガム・ゲート６６","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E23785","内国法人・組合（有価証券報告書等の提出義務者以外）","","","20","","株式会社スギ商事","","カブシキガイシャスギショウジ","安城市三河安城町一丁目８番地４","内国法人・組合（有価証券報告書等の提出義務者以外）","","2180301013004"
"E23793","個人（組合発行者を除く）","","","","","山本　節子","","ヤマモト　セツコ","","個人（組合発行者を除く）","",""
"E23798","内国法人・組合（有価証券報告書等の提出義務者以外）","","","50","","株式会社扇港鋼業所","","カブシキガイシャセンコウコウギョウショ","神戸市東灘区住吉南町３丁目１番５号","内国法人・組合（有価証券報告書等の提出義務者以外）","","1140001001817"
"E23800","内国法人・組合","非上場","有","7572","3月31日","日本海洋掘削株式会社","Japan Drilling Co., Ltd.","ニホンカイヨウクッサクカブシキ","中央区日本橋堀留町二丁目４番３号","鉱業","","3010001095234"
"E23808","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","アーチザン・インベストメンツ・ジーピー・エルエルシー","","アーチザン　インベストメンツ　ジーピー　エルエルシー","アメリカ合衆国５３２０２ウィスコンシン州ミルウォーキー、スウィート８００、ウィスコンシン・アヴェニュー８７５Ｅ","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E23810","個人（組合発行者を除く）","","","0","","日髙　有一","","ヒダカ　ユウイチ","","個人（組合発行者を除く）","",""
"E23811","個人（組合発行者を除く）","","","0","","日髙　弘義","","ヒダカ　ヒロヨシ","","個人（組合発行者を除く）","",""
"E23814","内国法人・組合","非上場","無","1","12月31日","株式会社タカマツ","","カブシキカイシャタカマツ","白山市宮永市町８３番地７","サービス業","","6220001014327"
"E23818","内国法人・組合","上場","有","100","3月31日","チムニー株式会社","CHIMNEY CO., LTD.","チムニーカブシキカイシャ","墨田区亀沢一丁目１番１５号","小売業","31780","9010601039989"
"E23820","内国法人・組合","上場","有","30228","3月末日","トモニホールディングス株式会社","TOMONY Holdings,Inc.","トモニホールディングスカブシキカイシャ","高松市亀井町７番地１","銀行業","86000","5470001011928"
"E23822","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","株式会社双栄","","カブシキガイシャソウエイ","三条市西本成寺１－３０－３１","内国法人・組合（有価証券報告書等の提出義務者以外）","","6110001016870"
"E23829","内国法人・組合","上場","有","1813","12月末日","ヤーマン株式会社","YA-MAN LTD.","ヤーマンカブシキガイシャ","江東区古石場一丁目４番４号","電気機器","66300","5010601020184"
"E23841","内国法人・組合","上場","有","3000","1月31日","丸善ＣＨＩホールディングス株式会社","Maruzen CHI Holdings Co., Ltd.","マルゼンシーエイチアイホールディングスカブシキガイシャ","新宿区市谷左内町３１番地２","小売業","31590","9011101055337"
"E23857","内国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","株式会社モリナカホールディングス","","カブシキカイシャモリナカホールディングス","吹田市江坂町一丁目２３番３８号","内国法人・組合（有価証券報告書等の提出義務者以外）","","4120903000667"
"E23871","内国法人・組合","上場","有","2500","3月31日","テクノホライゾン株式会社","","テクノホライゾンカブシキカイシャ","名古屋市南区千竈通２丁目１３番地１","電気機器","66290","4180001088600"
"E23880","内国法人・組合（有価証券報告書等の提出義務者以外）","","","90","","内藤株式会社","","ナイトウカブシキガイシャ","名古屋市昭和区御器所通二丁目２４番地３","内国法人・組合（有価証券報告書等の提出義務者以外）","","1180001008965"
"E23885","内国法人・組合（有価証券報告書等の提出義務者以外）","","","500","","サンヨー食品株式会社","","サンヨーショクヒンカブシキガイシャ","港区赤坂３ー５－２","内国法人・組合（有価証券報告書等の提出義務者以外）","","9010401012139"
"E23887","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","永田紙業株式会社","","ナガタシギョウカブシキガイシャ","深谷市長在家１９８","内国法人・組合（有価証券報告書等の提出義務者以外）","","1030001086043"
"E23890","個人（組合発行者を除く）","","","","","岩波　清久","","イワナミ　キヨヒサ","","個人（組合発行者を除く）","",""
"E23897","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","有限会社エフアールテイ","","ユウゲンガイシャエフアールテイ","芦屋市月若町７番３プラネスーペリア芦屋２０７","内国法人・組合（有価証券報告書等の提出義務者以外）","","8140002001223"
"E23924","内国法人・組合","上場","有","100045","3月31日","ＳＯＭＰＯホールディングス株式会社","Sompo Holdings, Inc.","ソンポホールディングスカブシキガイシャ","新宿区西新宿一丁目２６番１号","保険業","86300","9011101055980"
"E23926","内国法人・組合（有価証券報告書等の提出義務者以外）","","","22","","株式会社イーストアンドウエスト","","カブシキガイシャイーストアンドウエスト","渋谷区桜丘町２０番１号渋谷インフォスタワー２Ｆ","内国法人・組合（有価証券報告書等の提出義務者以外）","","8011101050520"
"E23929","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","株式会社旭興産","","カブシキカイシャアサヒコウサン","品川区上大崎二丁目７番２６号","内国法人・組合（有価証券報告書等の提出義務者以外）","","8010701012938"
"E23943","内国法人・組合（有価証券報告書等の提出義務者以外）","","","142","","鎌倉投信株式会社","","カマクラトウシンカブシキカイシャ","鎌倉市雪ノ下四丁目５番９号","内国法人・組合（有価証券報告書等の提出義務者以外）","","8021001010747"
"E23946","個人（組合発行者を除く）","","","","","井上　啓子","","イノウエ　ケイコ","","個人（組合発行者を除く）","",""
"E23967","内国法人・組合（有価証券報告書等の提出義務者以外）","","","50","","株式会社フラッグシップアセットマネジメント","","カブシキカイシャフラッグシップアセットマネジメント","港区虎ノ門四丁目１番２８号","内国法人・組合（有価証券報告書等の提出義務者以外）","","2010401077188"
"E23973","内国法人・組合","非上場","無","1868","3月末日","リーディング証券株式会社","Leading Securities Co.,Ltd","リーディングショウケンカブシキカイシャ","中央区新川１－８－８","証券、商品先物取引業","","6010001090224"
"E23976","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1728","","一般財団法人ＷＮＩ気象文化創造センター","","イッパンザイダンホウジンダブリューエヌアイキショウブンカソウゾウセンター","千葉市美浜区中瀬一丁目３番地幕張テクノガーデン","内国法人・組合（有価証券報告書等の提出義務者以外）","","6040005002619"
"E23992","個人（組合発行者を除く）","","","","","藤村　春輝","","フジムラ　ハルキ","","個人（組合発行者を除く）","",""
"E23995","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1576","","Ｊｏｈｏ　Ｃａｐｉｔａｌ，　Ｌ．Ｌ．Ｃ．","","ジョホーキャピタルエルエルシー","米国デラウェア州、ニューキャッスル郡、ウィルミントン市、オレンジ・ストリート１２０９、コーポレーション・トラスト・センター","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E24017","内国法人・組合","非上場","有","50","3月31日","株式会社エスクリ","ESCRIT INC.","カブシキガイシャエスクリ","港区西新橋二丁目１４番１号　興和西新橋ビルＢ棟","サービス業","","9010401057687"
"E24018","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","上中商事株式会社","","ウエナカショウジカブシキカイシャ","京都市下京区室町通五条上る坂東屋町２６６番地ロイヤルハイツ室町２０３号","内国法人・組合（有価証券報告書等の提出義務者以外）","","9120001115586"
"E24036","外国政府等","","","1041399","12月31日","韓国石油公社","","カンコクセキユコウシャ","大韓民国蔚山広域市中区宗家路３０５（牛亭洞）","外国政府等","",""
"E24041","個人（組合発行者を除く）","","","","","小熊　信一","","オグマ　シンイチ","","個人（組合発行者を除く）","",""
"E24049","個人（非居住者）（組合発行者を除く）","","","0","","ＹＩＮＧ　ＬＵＯ","","イン　ルオ","","個人（非居住者）（組合発行者を除く）","",""
"E24050","内国法人・組合","上場","有","100000","3月31日","ＥＮＥＯＳホールディングス株式会社","ENEOS Holdings,Inc.","エネオスホールディングスカブシキカイシャ","千代田区大手町一丁目１番２号","石油・石炭製品","50200","9010001131743"
"E24056","個人（組合発行者を除く）","","","0","","小田　博英","","オダ　ヒロテル","","個人（組合発行者を除く）","",""
"E24060","内国法人・組合（有価証券報告書等の提出義務者以外）","","","16203","","株式会社地域経済活性化支援機構","","カブシキガイシャチイキケイザイカッセイカシエンキコウ","千代田区大手町一丁目６番１号　大手町ビル９Ｆ","内国法人・組合（有価証券報告書等の提出義務者以外）","","4010001128190"
"E24073","内国法人・組合","上場","有","8202","3月末日","アニコム　ホールディングス株式会社","","アニコム　ホールディングスカブシキガイシャ","新宿区西新宿８－１７－１　住友不動産新宿グランドタワー３９階","保険業","87150","7011101038616"
"E24095","個人（組合発行者を除く）","","","","","飯田　一樹","","イイダ　イツキ","","個人（組合発行者を除く）","",""
"E24113","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","藤和コンサル株式会社","","トウワコンサルカブシキガイシャ","宇都宮市平出工業団地４１－３","内国法人・組合（有価証券報告書等の提出義務者以外）","","8060001003162"
"E24117","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","有限会社ドリーム・ワークス","","ユウゲンカイシャドリームワークス","渋谷区代々木５－１５－１０","内国法人・組合（有価証券報告書等の提出義務者以外）","","6011002036240"
"E24129","内国法人・組合","上場","有","1076","5月31日","株式会社大光","OOMITSU CO., LTD.","カブシキガイシャオオミツ","大垣市浅草二丁目６６番地","卸売業","31600","6200001013834"
"E24134","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","白井商事株式会社","","シライショウジカブシキカイシャ","野洲市南櫻１４７７番地８","内国法人・組合（有価証券報告書等の提出義務者以外）","","1130001001000"
"E24152","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","コーヘン・アンド・スティアーズ・キャピタル・マネジメント・インク","","コーヘンアンドスティアーズキャピタルマネジメントインク","アメリカ合衆国　１００１７　ニューヨーク州、ニューヨーク、２８０　パーク・アヴェニュー、１０階","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E24158","内国法人・組合","上場","有","3509","12月31日","株式会社セルシード","CellSeed Inc.","カブシキカイシャセルシード","江東区青海２－５－１０テレコムセンタービル１５Ｆ","精密機器","77760","9011101031759"
"E24181","個人（組合発行者を除く）","","","","","南野　利久","","ミナミノ　トシヒサ","","個人（組合発行者を除く）","",""
"E24182","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","株式会社南野","","カブシキガイシャミナミノ","津市観音寺町４４６番地４２","内国法人・組合（有価証券報告書等の提出義務者以外）","","2190001000838"
"E24187","内国法人・組合","上場","有","7186","5月31日","ダイト株式会社","Daito Pharmaceutical Co., Ltd.","ダイトカブシキガイシャ","富山市八日町３２６番地","医薬品","45770","4230001001499"
"E24192","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","エムティ商会株式会社","","エムティショウカイカブシキカイシャ","港区六本木一丁目９番１８－２０１０号","内国法人・組合（有価証券報告書等の提出義務者以外）","","3013301028482"
"E24203","内国法人・組合（有価証券報告書等の提出義務者以外）","","","48","","日本レイ株式会社","","ニホンレイカブシキガイシャ","渋谷区広尾四丁目目１番１１－１４０３号","内国法人・組合（有価証券報告書等の提出義務者以外）","","9011001018146"
"E24206","内国法人・組合（有価証券報告書等の提出義務者以外）","","","18","","フレンドリー・パートナーズ株式会社","","フレンドリーパートナーズカブシキカイシャ","千代田区丸の内２ー２ー１岸本ビルヂング２階","内国法人・組合（有価証券報告書等の提出義務者以外）","","6010001091627"
"E24211","個人（非居住者）（組合発行者を除く）","","","","","重田　光時","","シゲタ　ミツトキ","","個人（非居住者）（組合発行者を除く）","",""
"E24221","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","Ｎａｇａｔａ　ａｎｄ　Ｃｏｍｐａｎｙ株式会社","","ナガタアンドカンパニーカブシキカイシャ","鹿児島市唐湊四丁目２１番１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","6340001003086"
"E24231","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","株式会社レノ","","カブシキカイシャレノ","渋谷区南平台町３－８","内国法人・組合（有価証券報告書等の提出義務者以外）","","4010401067113"
"E24233","個人（組合発行者を除く）","","","","","平賀　治郎","","ヒラガ　ジロウ","","個人（組合発行者を除く）","",""
"E24234","個人（組合発行者を除く）","","","0","","村井　豪","","ムライ　ツヨシ","","個人（組合発行者を除く）","",""
"E24248","内国法人・組合","上場","有","887","4月30日","アゼアス株式会社","AZEARTH Corporation","アゼアスカブシキカイシャ","台東区蔵前４－１３－７","卸売業","31610","7010501008071"
"E24249","内国法人・組合（有価証券報告書等の提出義務者以外）","","","40","","豊山開発株式会社","","ホウザンカイハツカブシキガイシャ","さいたま市中央区上落合２－３－５","内国法人・組合（有価証券報告書等の提出義務者以外）","","1030001007676"
"E24271","個人（組合発行者を除く）","","","","","関根　俊一","","セキネ　シュンイチ","","個人（組合発行者を除く）","",""
"E24273","個人（組合発行者を除く）","","","0","","中村　澄子","","ナカムラ　スミコ","","個人（組合発行者を除く）","",""
"E24274","個人（組合発行者を除く）","","","0","","中村　靖","","ナカムラ　ヤスシ","","個人（組合発行者を除く）","",""
"E24281","内国法人・組合（有価証券報告書等の提出義務者以外）","","","8","","Ｓ・ＴＥＣ株式会社","","エステックカブシキガイシャ","新宿区岩戸町１４番地","内国法人・組合（有価証券報告書等の提出義務者以外）","","5011101050168"
"E24288","個人（組合発行者を除く）","","","0","","金森　智","","カナモリ　サトシ","","個人（組合発行者を除く）","",""
"E24289","個人（組合発行者を除く）","","","0","","金森　武","","カナモリ　タケシ","","個人（組合発行者を除く）","",""
"E24290","個人（組合発行者を除く）","","","0","","金森　久","","カナモリ　ヒサシ","","個人（組合発行者を除く）","",""
"E24310","内国法人・組合（有価証券報告書等の提出義務者以外）","","","500","","株式会社大和インベストメント・マネジメント","","カブシキガイシャダイワインベストメントマネジメント","千代田区丸の内一丁目９番１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","6010001128172"
"E24314","個人（組合発行者を除く）","","","","","岩本　博","","イワモト　ヒロシ","","個人（組合発行者を除く）","",""
"E24315","個人（組合発行者を除く）","","","","","捧　ミヨエ","","ササゲ　ミヨエ","","個人（組合発行者を除く）","",""
"E24321","内国法人・組合（有価証券報告書等の提出義務者以外）","","","40500","","三菱ＵＦＪモルガンスタンレー証券株式会社","","ミツビシユーエフジェイモルガンスタンレーショウケンカブシキガイシャ","千代田区大手町１－９－２","内国法人・組合（有価証券報告書等の提出義務者以外）","","4010001129098"
"E24322","内国法人・組合（有価証券報告書等の提出義務者以外）","","","48","","テラサキトラスト株式会社","","テラサキトラストカブシキカイシャ","大阪市淀川区西宮原１ー８ー２９","内国法人・組合（有価証券報告書等の提出義務者以外）","","9120001006050"
"E24334","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","株式会社ファストトラックイニシアティブ","","カブシキカイシャファストトラックイニシアティブ","文京区本郷四丁目１番４号","内国法人・組合（有価証券報告書等の提出義務者以外）","","8010001087029"
"E24337","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ＳＥＱＵＥＤＧＥ　ＩＮＶＥＳＴＭＥＮＴ　ＩＮＴＥＲＮＡＴＩＯＮＡＬ　ＬＩＭＩＴＥＤ","","シークエッジインベストメントインターナショナルリミテッド","ＲＯＯＭ１１３５－１１３９，ＳＵＮ　ＨＵＮＧ　ＫＡＩ　ＣＥＮＴＲＥ，３０　ＨＡＲＢＯＵＲ　ＲＯＡＤ，ＷＡＮＣＨＡＩ，ＨＯＮＧ　ＫＯＮＧ","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E24340","内国法人・組合","上場","有","288","6月30日","株式会社　ＴＨＥグローバル社","The Global Ltd.","カブシキカイシャザグローバルシャ","新宿区西新宿二丁目４番１号","不動産業","32710","5011101056883"
"E24345","内国法人・組合（有価証券報告書等の提出義務者以外）","","","80","","コスモ石油プロパティサービス株式会社","","コスモセキユプロパティサービスカブシキカイシャ","中央区京橋一丁目７番１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","9010001146700"
"E24347","内国法人・組合（有価証券報告書等の提出義務者以外）","","","154298","","アドバンス・レジデンス投資法人","","アドバンスレジデンストウシホウジン","千代田区神田神保町一丁目１０５番地神保町三井ビルディング","内国法人・組合（有価証券報告書等の提出義務者以外）","","7010005014863"
"E24372","個人（組合発行者を除く）","","","0","","飯野　光俊","","イイノ　ミツトシ","","個人（組合発行者を除く）","",""
"E24381","個人（組合発行者を除く）","","","0","","岩本　哲夫","","イワモト　テツオ","","個人（組合発行者を除く）","",""
"E24392","内国法人・組合","上場","有","1250","6月30日","株式会社ボルテージ","","カブシキガイシャボルテージ","渋谷区恵比寿四丁目２０番３号恵比寿ガーデンプレイスタワー","情報・通信業","36390","7011001036785"
"E24419","個人（組合発行者を除く）","","","","","鈴木　裕生","","スズキ　ヒロオ","","個人（組合発行者を除く）","",""
"E24426","外国法人・組合（有価証券報告書等の提出義務者以外）","","","54","","シーエス（ケイマン）リミテッド","","シーエス　ケイマン　リミテッド","ケイマン諸島、ＫＹ１－９００５、グランド・ケイマン、カマナ・ベイ、ワン・ネクサス・ウェイ、インタートラスト・コーポレート・サービシズ（ケイマン）リミテッド","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E24438","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","株式会社ヨシキホールディングス","","カブシキガイシャヨシキホールディングス","千代田区霞が関１－４－２","内国法人・組合（有価証券報告書等の提出義務者以外）","","5010901018060"
"E24447","個人（組合発行者を除く）","","","","","越智　八千代","","オチ　ヤチヨ","","個人（組合発行者を除く）","",""
"E24448","個人（組合発行者を除く）","","","0","","越智　通広","","オチ　ミチヒロ","","個人（組合発行者を除く）","",""
"E24453","内国法人・組合","上場","有","411","3月31日","株式会社パピレス","PAPYLESS CO.,Ltd.","カブシキガイシャパピレス","千代田区紀尾井町３－１２","情報・通信業","36410","7013301014017"
"E24457","内国法人・組合","上場","有","1395","3月31日","株式会社電算","DENSAN CO.,LTD.","カブシキガイシャデンサン","長野市鶴賀七瀬中町２７６番地６","情報・通信業","36400","1100001002083"
"E24465","内国法人・組合","上場","有","438","6月30日","Ｚｅｎｋｅｎ株式会社","Zenken Corporation","ゼンケンカブシキガイシャ","新宿区西新宿六丁目１８番１号　住友不動産新宿セントラルパークタワー","情報・通信業","73710","4011101011096"
"E24470","個人（組合発行者を除く）","","","","","東　康夫","","アズマ　ヤスオ","","個人（組合発行者を除く）","",""
"E24479","内国法人・組合","非上場","無","199","1月31日","Ｍｉｋａｔｕｓ株式会社","Mikatus Inc.","ミカタスカブシキガイシャ","中央区日本橋馬喰町二丁目１番３号","サービス業","","6011101052989"
